RegionStation,Month,MinTemp,MaxTemp,Humidity,Wind,SunHours,Rad,Eto_mm/day,SoilType
Madurai,May,26.3,37.5,52,104,7.2,20.1,5.33,Alluvial
Madurai,June,26.3,36.7,49,156,6.6,18.9,5.75,Alluvial
Madurai,July,25.7,35.7,50,147,6.1,18.3,5.44,Alluvial
Madurai,August,25.2,35.3,54,121,6.4,19.1,5.13,Alluvial
Madurai,September,24.8,35,56,104,6.9,19.8,5.01,Alluvial
Madurai,October,24,33,67,78,6.3,18.1,4.18,Alluvial
Madurai,November,23,30.6,71,86,6.4,17.1,3.76,Alluvial
Madurai,December,21.6,29.7,67,121,7.2,17.6,3.88,Alluvial
Mahabaleshwar,January,13.8,24,51,130,9.3,18.8,3.58,Alluvial
Mahabaleshwar,February,14.9,26.1,41,138,9.6,21.1,4.37,Alluvial
Mahabaleshwar,March,17.4,28.8,39,164,10,23.6,5.47,Alluvial
Mahabaleshwar,April,18.8,29.3,46,190,10.1,24.9,6.02,Alluvial
Mahabaleshwar,May,18.2,28.8,60,199,9.6,24.2,5.66,Alluvial
Mahabaleshwar,June,16.9,21.9,93,268,4.6,16.7,2.91,Alluvial
Mahabaleshwar,July,16.7,19,98,354,4.3,16.2,2.26,Alluvial
Mahabaleshwar,August,16.3,18.9,98,311,4.2,15.9,2.24,Alluvial
Mahabaleshwar,September,15.7,20.3,96,207,4.4,15.5,2.4,Alluvial
Mahabaleshwar,October,16.1,24,75,173,8,19.3,3.62,Alluvial
Mahabaleshwar,November,14.9,24,62,173,8.9,18.6,3.72,Alluvial
Mahabaleshwar,December,13.9,23.5,54,164,9.2,18,3.6,Alluvial
Malda,January,10.8,24.2,68,105,7.9,15,2.49,Black
Malda,February,12.8,26.8,59,118,7.9,17,3.23,Black
Malda,March,17.4,32.6,46,146,9.2,21.2,5,Black
Malda,April,22.1,36,48,192,8.7,22.3,6.35,Black
Malda,May,24.7,35.6,64,216,6.3,19.5,5.72,Black
Malda,June,25.8,33.6,77,201,4.3,16.5,4.45,Black
Malda,July,26.2,31.8,82,201,4.1,16.1,3.99,Black
Malda,August,26.2,31.6,83,177,4,15.4,3.73,Black
Malda,September,25.8,31.7,82,156,5.3,16.2,3.83,Black
Malda,October,22.8,30.9,77,112,6.5,15.8,3.57,Black
Malda,November,15.7,27.6,74,91,8,15.5,2.88,Black
Malda,December,12.2,25.1,70,105,7.8,14.2,2.47,Black
Malegaon,January,11.5,30.1,37,86,7.7,16,3.29,Black
Malegaon,February,12.8,32.6,29,112,8.5,18.9,4.35,Black
Malegaon,March,17,36.5,24,121,8.8,21.4,5.42,Black
Malegaon,April,21.8,39.4,25,156,8.8,22.8,6.79,Black
Malegaon,May,24.3,40.7,31,190,8.9,23.3,7.74,Black
Malegaon,June,24.2,36.1,55,225,6.2,19.2,6.28,Black
Malegaon,July,23,31.1,71,225,3.3,14.8,4.35,Black
Malegaon,August,22.3,30.7,71,199,4,15.6,4.23,Black
Malegaon,September,21.3,31.1,68,138,5.3,16.7,4.09,Black
Malegaon,October,18.8,32.7,48,95,7.3,17.8,4.19,Black
Malegaon,November,14.3,31,42,78,7.6,16.3,3.45,Black
Malegaon,December,11.7,29.9,40,69,7.8,15.5,2.96,Black
Mangalore,April,26.1,32.4,87,130,8.4,22.5,4.82,Red
Mangalore,August,23.6,28.5,100,112,4.8,16.7,3.16,Red
Mangalore,December,21.9,31.7,85,130,8.7,18.8,3.81,Red
Mangalore,February,22.8,31.1,83,130,9.3,21.8,4.39,Red
Mangalore,January,21.7,31.4,83,121,9.1,20,4,Red
Mangalore,July,23.5,28.5,100,147,4.3,15.8,2.95,Red
Mangalore,June,23.9,29.4,100,147,4.8,16.6,3.19,Red
Mangalore,March,24.5,31.7,86,121,9.5,23.6,4.81,Red
Mangalore,May,26,32.1,89,156,7.2,20.5,4.46,Red
Mangalore,November,23.2,31.1,91,112,7.7,18.3,3.61,Red
Mangalore,October,23.8,29.8,95,112,6.5,18.1,3.5,Red
Mangalore,September,23.5,28.7,100,104,6,18.3,3.43,Red
Manipuri,January,7.7,22.7,65,52,7,13.4,1.88,Laterite
Manipuri,February,10.1,26,52,61,7.6,16.1,2.56,Laterite
Manipuri,March,14.9,32.5,36,86,8.3,19.5,4.05,Laterite
Manipuri,April,20.9,38.5,28,86,9.2,22.8,5.29,Laterite
Manipuri,May,26.2,42.2,27,95,9.6,24.3,6.35,Laterite
Manipuri,June,28.6,40.9,41,121,7.9,21.9,6.57,Laterite
Manipuri,July,26.7,35,72,78,4.9,17.3,4.4,Laterite
Manipuri,August,25.9,33.1,78,61,4.8,16.6,3.86,Laterite
Manipuri,September,24.7,33.7,73,61,6.9,18.1,4.07,Laterite
Manipuri,October,18.9,34,57,35,8.6,18,3.52,Laterite
Manipuri,November,11.7,30,52,35,8.2,15.1,2.49,Laterite
Manipuri,December,8.2,24.8,62,35,7.5,13.2,1.84,Laterite
Masulipatam,January,19.4,27.8,76,208,6.7,15.9,3.44,Alluvial
Masulipatam,February,20.8,29.6,74,196,7,17.9,4,Alluvial
Masulipatam,March,22.9,31.9,73,218,7.4,20,4.78,Alluvial
Masulipatam,April,25.9,34,73,273,7.7,21.3,5.55,Alluvial
Masulipatam,May,28,36.5,66,331,8.6,22.7,6.93,Alluvial
Masulipatam,June,27.4,36.4,64,347,9.2,23.4,7.28,Alluvial
Masulipatam,July,25.7,32.6,74,307,7.7,21.2,5.57,Alluvial
Masulipatam,August,25.8,32.2,77,264,7.4,20.7,5.11,Alluvial
Masulipatam,September,25.7,31.8,79,211,6.7,19.1,4.57,Alluvial
Masulipatam,October,24.9,30.8,77,184,6.3,17.2,4.13,Alluvial
Masulipatam,November,22.1,29,75,211,6.8,16.3,3.8,Alluvial
Masulipatam,December,19.8,27.8,75,218,6.8,15.5,3.48,Alluvial
Midnapore,January,13.1,26.9,53,26,8.3,16.3,2.29,Alluvial
Midnapore,February,15.9,29.6,46,61,8.5,18.4,3.25,Alluvial
Midnapore,March,20.8,35.1,42,95,8.6,20.9,4.75,Alluvial
Midnapore,April,24.6,38.4,48,130,8.6,22.4,6,Alluvial
Midnapore,May,26.3,38.2,61,156,8,21.9,6.12,Alluvial
Midnapore,June,26.5,35.3,72,130,5.9,18.8,4.91,Alluvial
Midnapore,July,25.8,31.9,82,95,4.8,17.2,3.97,Alluvial
Midnapore,August,25.8,31.9,83,86,4.6,16.4,3.75,Alluvial
Midnapore,September,25.6,32.1,81,69,5.4,16.6,3.72,Alluvial
Midnapore,October,23,31.4,75,26,7.2,17.3,3.49,Alluvial
Midnapore,November,17,29,62,35,8.1,16.4,2.85,Alluvial
Midnapore,December,13.3,26.7,56,52,8.3,15.5,2.5,Alluvial
Minicoy,January,23.2,30.7,85,121,8.2,19.8,4,Sandy
Minicoy,February,23.6,31,86,121,8.3,21.2,4.29,Sandy
Minicoy,March,24.8,31.8,83,121,8.5,22.5,4.73,Sandy
Minicoy,April,26,32.5,81,147,8,21.8,4.85,Sandy
Minicoy,May,26.1,32.1,87,190,6.7,19.3,4.29,Sandy
Minicoy,June,25.1,30.8,91,311,5.2,16.7,3.49,Sandy
Minicoy,July,25.1,30.6,91,285,5.8,17.7,3.64,Sandy
Minicoy,August,24.7,30.3,89,285,5.9,18.3,3.85,Sandy
Minicoy,September,24.8,30.3,89,242,6.7,19.5,4.02,Sandy
Minicoy,October,24.7,30.7,87,164,7,19.3,4.03,Sandy
Minicoy,November,24.1,30.8,89,121,7.3,18.7,3.78,Sandy
Minicoy,December,23.9,31,92,121,7.8,18.7,3.72,Sandy
Mohanbari,January,8.9,22.7,78,69,6.3,12.5,1.83,Alluvial
Mohanbari,February,12,23.8,73,121,5.2,13.1,2.4,Alluvial
Mohanbari,March,15.7,26.8,67,164,4.8,14.8,3.38,Alluvial
Mohanbari,April,18.6,27.3,70,190,4.2,15.5,3.73,Alluvial
Mohanbari,May,21.7,29.8,77,147,4,16,3.69,Alluvial
Mohanbari,June,24.2,31.3,83,147,2.9,14.5,3.48,Alluvial
Mohanbari,July,24.5,30.9,84,147,3.2,14.8,3.49,Alluvial
Mohanbari,August,24.9,31.8,84,121,3.9,15.3,3.57,Alluvial
Mohanbari,September,23.7,30.4,84,121,4.7,15,3.38,Alluvial
Mohanbari,October,20.5,29.6,81,95,5.9,14.5,3.07,Alluvial
Mohanbari,November,14.5,27,78,69,6.6,13.3,2.4,Alluvial
Mohanbari,December,9.8,23.8,81,69,7,12.7,1.89,Alluvial
Mormugao,January,21.1,29.4,78,199,9.4,19.6,4.01,Alluvial
Mormugao,February,21.7,29.4,81,216,9.6,21.7,4.33,Alluvial
Mormugao,March,23.9,30.5,83,225,9.6,23.4,4.78,Alluvial
Mormugao,April,26.1,31.7,82,251,9.2,23.7,5.19,Alluvial
Mormugao,May,27.2,32.2,84,259,8.6,22.7,5.11,Alluvial
Mormugao,June,25,30.5,100,354,6.8,19.7,3.37,Alluvial
Mormugao,July,24.4,28.9,99,432,6,18.5,2.95,Alluvial
Mormugao,August,24.4,28.3,99,346,6.8,19.8,3.24,Alluvial
Mormugao,September,23.9,28.3,96,207,7.1,19.8,3.57,Alluvial
Mormugao,October,23.9,29.4,90,173,7.6,19.2,3.72,Alluvial
Mormugao,November,22.8,30,79,164,8.5,18.8,3.94,Alluvial
Mormugao,December,21.1,29.4,77,173,8.9,18.4,3.8,Alluvial
Motihari,January,8.9,22.9,77,26,7.8,14.4,1.83,Alluvial
Motihari,February,10.2,25.4,67,35,8.5,17.4,2.43,Alluvial
Motihari,March,15,31.5,52,61,9.3,21,3.8,Alluvial
Motihari,April,19.9,36,49,95,9.8,23.8,5.35,Alluvial
Motihari,May,24.2,36.7,59,112,10.2,25.2,6.05,Alluvial
Motihari,June,25.7,34.6,74,112,6.8,20.3,4.95,Alluvial
Motihari,July,25.3,32.5,84,104,4.1,16.1,3.78,Alluvial
Motihari,August,26,32.2,83,78,3.6,14.9,3.47,Alluvial
Motihari,September,25.2,32,82,61,5.5,16.2,3.6,Alluvial
Motihari,October,21.1,31.3,79,26,8.8,18.5,3.57,Alluvial
Motihari,November,13.8,28,78,26,9.2,16.4,2.6,Alluvial
Motihari,December,9.7,24.2,80,26,8.5,14.4,1.9,Alluvial
Mount-Abu,January,9.3,19.3,45,86,8.1,15.4,2.45,Red
Mount-Abu,February,11.5,21.2,34,95,8.5,18,3.12,Red
Mount-Abu,March,15.9,25.3,28,112,9.1,21.1,4.3,Red
Mount-Abu,April,20,29.4,25,121,9.8,23.9,5.44,Red
Mount-Abu,May,22.3,31.5,32,173,10.7,26,6.75,Red
Mount-Abu,June,20.5,29.1,61,190,7.5,21.3,5.34,Red
Mount-Abu,July,19.3,24.3,88,181,2.7,14,2.97,Red
Mount-Abu,August,18.3,22.5,88,173,2.2,12.8,2.58,Red
Mount-Abu,September,18.4,24.1,77,121,5.6,16.6,3.28,Red
Mount-Abu,October,17.4,26.6,42,69,9,19.2,3.6,Red
Mount-Abu,November,13.5,24.1,34,52,8.8,16.6,2.67,Red
Mount-Abu,December,11.2,21.2,39,52,8.1,14.7,2.19,Red
Mukteshwar-Kumaon,January,1.1,11.6,54,294,5.4,11,2.33,Alluvial
Mukteshwar-Kumaon,February,1.7,12.3,57,277,6.8,14.6,2.54,Alluvial
Mukteshwar-Kumaon,March,5.1,16.6,48,277,7.5,17.9,3.64,Alluvial
Mukteshwar-Kumaon,April,9.3,21.5,40,311,8.9,22.1,5.27,Alluvial
Mukteshwar-Kumaon,May,11.7,23.7,39,354,9.4,23.9,6.26,Alluvial
Mukteshwar-Kumaon,June,13.1,23.4,63,337,7.5,21.4,4.95,Alluvial
Mukteshwar-Kumaon,July,13.4,21.1,89,302,3.2,14.9,2.82,Alluvial
Mukteshwar-Kumaon,August,13.2,20.5,94,216,1.9,12.3,2.27,Alluvial
Mukteshwar-Kumaon,September,11.6,20.5,86,216,5.3,15.7,2.82,Alluvial
Mukteshwar-Kumaon,October,8.8,19.9,64,216,8.5,17.3,3.31,Alluvial
Mukteshwar-Kumaon,November,5.3,17,55,225,8.2,14.4,2.78,Alluvial
Mukteshwar-Kumaon,December,2.9,13.9,47,216,7.5,12.5,2.43,Alluvial
Mussoorri,January,2.5,10.2,63,121,5.1,10.5,1.52,Black
Mussoorri,February,3.7,11.9,63,130,6,13.4,1.93,Black
Mussoorri,March,7.2,16.2,52,147,6.7,16.7,2.92,Black
Mussoorri,April,11.8,21.1,42,147,8.1,20.8,4.21,Black
Mussoorri,May,15.1,24.8,43,181,8.5,22.6,5.23,Black
Mussoorri,June,16.4,24.1,64,130,7.3,21,4.45,Black
Mussoorri,July,15.9,20.8,94,95,1.9,12.9,2.54,Black
Mussoorri,August,15.6,20.2,97,86,0.9,10.8,2.1,Black
Mussoorri,September,14.3,19.9,88,95,4.7,14.6,2.63,Black
Mussoorri,October,11.1,18.7,70,112,8.3,16.7,2.77,Black
Mussoorri,November,7.4,15.8,57,112,7.8,13.7,2.16,Black
Mussoorri,December,4.3,12.7,56,130,6.3,11.1,1.76,Black
Mysore,January,16.4,28.3,46,173,8.6,19.5,4.62,Black
Mysore,February,18.2,31.2,42,138,8.9,21.4,5.02,Black
Mysore,March,20.2,33.5,41,147,9.3,23.3,5.83,Black
Mysore,April,21.4,34,50,156,8.1,22.1,5.79,Black
Mysore,May,21.2,32.6,60,164,7.6,20.9,5.35,Black
Mysore,June,20.2,28.9,71,216,6.5,19.1,4.6,Black
Mysore,July,19.7,27.3,76,225,5.7,17.9,4.09,Black
Mysore,August,19.6,27.9,74,199,5.8,18.3,4.18,Black
Mysore,September,19.3,28.7,70,164,6.5,19.1,4.31,Black
Mysore,October,19.6,28.4,70,121,6.5,18.1,3.93,Black
Mysore,November,18.3,27.4,64,138,7.2,17.7,3.87,Black
Mysore,December,16.5,27,57,173,8,18.1,4.11,Black
Nagapattinam,January,21.7,28.3,88,311,7.8,18.6,3.55,Black
Nagapattinam,February,22.8,29.4,85,277,8.4,20.9,4.15,Black
Nagapattinam,March,24.4,31.7,85,242,9,23,4.78,Black
Nagapattinam,April,26.1,33.9,88,216,8.4,22.5,4.87,Black
Nagapattinam,May,26.7,36.1,86,216,8,21.5,5.1,Black
Nagapattinam,June,26.1,36.7,79,216,7.3,20.1,5.24,Black
Nagapattinam,July,26.1,35.5,77,190,6.7,19.2,4.99,Black
Nagapattinam,August,25,34.4,88,164,7.2,20.4,4.61,Black
Nagapattinam,September,25,33.9,89,164,7.5,20.7,4.56,Black
Nagapattinam,October,24.4,31.7,90,147,6.8,18.8,3.97,Black
Nagapattinam,November,23.3,29.4,90,225,6.6,17.2,3.45,Black
Nagapattinam,December,22.2,27.8,87,302,6.9,16.9,3.34,Black
Nellore,April,21.4,35.5,53,190,9.3,23.4,6.27,Alluvial
Nellore,August,25.4,31.5,77,251,4.4,16.2,4.34,Alluvial
Nellore,December,12.1,27.8,47,121,7.8,14.9,3.33,Alluvial
Nellore,February,13,28.8,43,130,8.4,18.4,3.99,Alluvial
Nellore,January,10.6,26.4,46,156,8.1,16,3.6,Alluvial
Nellore,July,26.2,32.3,76,268,4.5,16.7,4.69,Alluvial
Nellore,June,27.1,35.9,65,277,7.1,20.6,6.37,Alluvial
Nellore,March,17.6,32.9,49,156,8.7,20.9,5.13,Alluvial
Nellore,May,25.4,36.1,60,277,9.2,23.8,6.98,Alluvial
Nellore,November,16.1,32.3,45,121,8.2,16.5,4.08,Alluvial
Nellore,October,21.5,34.4,58,121,8.1,18.5,4.55,Alluvial
Nellore,September,23.9,31.9,73,173,6.4,18.1,4.43,Alluvial
New-Delhi-Safdarjung,January,7.6,21,64,190,6.9,12.9,2.5,Alluvial
New-Delhi-Safdarjung,February,10.1,23.5,53,216,7.7,15.9,3.54,Alluvial
New-Delhi-Safdarjung,March,15.3,29.2,37,242,7.7,18.5,5.5,Alluvial
New-Delhi-Safdarjung,April,21.6,36,29,268,8.7,21.9,7.8,Alluvial
New-Delhi-Safdarjung,May,25.9,39.2,31,268,8.5,22.6,8.63,Alluvial
New-Delhi-Safdarjung,June,27.8,38.8,51,268,6.5,20,7.39,Alluvial
New-Delhi-Safdarjung,July,26.8,34.7,76,216,5.3,18,4.99,Alluvial
New-Delhi-Safdarjung,August,26.3,33.6,80,190,5.7,17.8,4.46,Alluvial
New-Delhi-Safdarjung,September,24.7,34.2,67,190,7.3,18.5,5.01,Alluvial
New-Delhi-Safdarjung,October,19.6,33,48,147,8.7,17.8,4.69,Alluvial
New-Delhi-Safdarjung,November,13.2,28.3,50,121,8.2,14.7,3.28,Alluvial
New-Delhi-Safdarjung,December,8.5,22.9,69,164,7,12.3,2.39,Alluvial
Nimach,January,9.5,24.7,40,104,7.4,14.7,2.87,Black
Nimach,February,11.9,27.6,30,121,8,17.4,3.8,Black
Nimach,March,16.8,32.7,24,130,8.5,20.4,5.04,Black
Nimach,April,22,37.2,22,156,9.1,22.9,6.56,Black
Nimach,May,26.1,40,31,233,10.1,25.1,8.56,Black
Nimach,June,25.9,36.9,47,268,7,20.6,7.44,Black
Nimach,July,23.8,30.9,75,242,3,14.4,4.2,Black
Nimach,August,23,29.3,79,207,2.5,13.2,3.46,Black
Nimach,September,22.1,30.7,70,173,5.5,16.5,4.15,Black
Nimach,October,18.6,32.5,41,86,8.1,18,4.09,Black
Nimach,November,13.2,29.3,32,69,8.3,16,3.09,Black
Nimach,December,10.1,26.2,38,86,7.5,14.1,2.74,Black
Nizamabad,January,15.3,30,44,69,9.2,18.5,3.34,Red
Nizamabad,February,17.5,32.6,36,78,9.6,20.8,4.12,Red
Nizamabad,March,21,36.4,29,86,10,23.5,5.15,Red
Nizamabad,April,24.8,39.2,28,86,9.8,24.4,5.8,Red
Nizamabad,May,27.7,41.5,27,104,9.9,24.8,6.65,Red
Nizamabad,June,25.4,36.2,51,147,8.2,22.1,6.21,Red
Nizamabad,July,23.2,30.5,73,147,6.7,19.8,4.68,Red
Nizamabad,August,23,30.1,74,121,7.2,20.4,4.5,Red
Nizamabad,September,22.7,30.6,73,86,7.2,19.7,4.23,Red
Nizamabad,October,20.6,31.5,61,69,8.4,19.8,4.11,Red
Nizamabad,November,16.2,29.7,52,61,8.8,18.3,3.43,Red
Nizamabad,December,13.8,28.9,47,61,9.1,17.7,3.05,Red
Nowgong,January,7.7,24.3,57,64,9.7,17.1,2.41,Alluvial
Nowgong,February,9.9,27.5,46,96,10.2,19.9,3.45,Alluvial
Nowgong,March,15.1,33.4,34,100,9.5,21.6,4.6,Alluvial
Nowgong,April,20.5,38.8,30,112,8,21.3,5.62,Alluvial
Nowgong,May,26.4,42.7,32,143,6.7,20.1,6.67,Alluvial
Nowgong,June,28.3,40,46,196,6.3,19.5,6.99,Alluvial
Nowgong,July,25.4,32.9,77,170,4.9,17.4,4.54,Alluvial
Nowgong,August,24.8,31.3,81,141,6,18.4,4.2,Alluvial
Nowgong,September,23.6,32.5,76,105,6.3,17.6,4.07,Alluvial
Nowgong,October,17.8,32.9,61,69,7,16.5,3.64,Alluvial
Nowgong,November,10.5,29.1,55,50,9.2,16.9,2.85,Alluvial
Nowgong,December,7.5,25.3,57,50,9.5,16.1,2.25,Alluvial
Pachmarhi,January,8.7,22.4,55,61,7.4,15.2,2.35,Red
Pachmarhi,February,10.4,24.7,42,69,8.2,18.1,3.05,Red
Pachmarhi,March,14.8,28.9,29,78,8.5,20.8,4.03,Red
Pachmarhi,April,20.1,33.4,24,86,8.5,22.2,4.97,Red
Pachmarhi,May,24.3,36,27,121,8.1,22.1,6.07,Red
Pachmarhi,June,22.5,31.4,58,121,5.7,18.5,4.88,Red
Pachmarhi,July,19.9,24.3,88,156,2.7,14,2.98,Red
Pachmarhi,August,19.6,23.8,90,138,2.9,13.9,2.74,Red
Pachmarhi,September,19.1,25.2,82,104,5,16,3.21,Red
Pachmarhi,October,14.8,26.2,58,61,7.8,18.1,3.39,Red
Pachmarhi,November,9.6,24.1,52,52,8.1,16.4,2.67,Red
Pachmarhi,December,7.5,22.8,55,52,7.8,15,2.24,Red
Pamban,January,23.9,28.6,93,406,8.2,19.5,3.35,Alluvial
Pamban,February,23.8,30.3,92,268,8.8,21.8,4.08,Alluvial
Pamban,March,24.8,32.1,92,190,9.1,23.3,4.63,Alluvial
Pamban,April,27.1,33.8,90,164,8.5,22.6,4.87,Alluvial
Pamban,May,27.8,34,93,311,8.8,22.6,4.7,Alluvial
Pamban,June,27.3,33,91,432,8.6,21.7,4.55,Alluvial
Pamban,July,26.7,33,92,337,8.3,21.5,4.47,Alluvial
Pamban,August,26.3,32.6,93,337,8.3,22,4.38,Alluvial
Pamban,September,26,32.5,96,285,8.3,22,4.27,Alluvial
Pamban,October,25.5,31.7,96,242,7.5,19.9,3.83,Alluvial
Pamban,November,24.7,30,97,311,7.3,18.5,3.24,Alluvial
Pamban,December,24.1,28.5,97,458,7.5,18.1,2.79,Alluvial
Panjim,January,19.9,32,62,216,10.1,20.5,5,Red
Panjim,February,20.7,31.7,66,242,10.4,22.7,5.38,Red
Panjim,March,23.2,32.2,71,242,9.4,23.1,5.47,Red
Panjim,April,25.5,33.1,70,268,9.6,24.3,6.07,Red
Panjim,May,26.5,33.4,70,285,9.6,24.2,6.28,Red
Panjim,June,24.8,30.3,84,363,4.2,15.8,3.96,Red
Panjim,July,24.3,29.1,88,380,3.4,14.7,3.36,Red
Panjim,August,24,28.7,88,337,3.9,15.5,3.41,Red
Panjim,September,24,29.8,84,216,5.9,18,3.89,Red
Panjim,October,23.9,31.8,77,190,8,19.7,4.48,Red
Panjim,November,22.2,32.9,66,216,9.1,19.5,4.96,Red
Panjim,December,21,32.7,61,216,9.7,19.3,4.99,Red
Patna,January,11,23.6,69,86,8.3,15.3,2.33,Alluvial
Patna,February,13.4,26.3,64,104,8.8,18,3.1,Alluvial
Patna,March,18.6,32.9,38,121,8,19.4,4.72,Alluvial
Patna,April,23.3,32.7,32,147,9,22.6,5.94,Alluvial
Patna,May,26,38.9,50,164,9.5,24.3,6.84,Alluvial
Patna,June,27.1,36.7,73,147,6.5,19.8,5.29,Alluvial
Patna,July,26.7,32.9,87,147,4.5,16.7,3.96,Alluvial
Patna,August,26.6,32.1,90,112,5.3,17.4,3.86,Alluvial
Patna,September,26.3,32.3,87,104,6,17.1,3.81,Alluvial
Patna,October,23,31.9,74,78,8,17.6,3.78,Alluvial
Patna,November,16.1,28.9,72,52,8.9,16.4,2.87,Alluvial
Patna,December,11.7,24.9,74,61,8,14.2,2.17,Alluvial
Pendra Road,January,10.9,24,55,95,7.6,15.3,2.7,Laterite
Pendra Road,February,12.5,26.5,44,112,8.6,18.5,3.61,Laterite
Pendra Road,March,17.6,31.5,31,121,8.6,20.7,4.82,Laterite
Pendra Road,April,22.3,36,24,130,8.6,22.4,5.95,Laterite
Pendra Road,May,26.1,39.3,25,156,8.8,23.1,7.13,Laterite
Pendra Road,June,25,33.6,53,164,5.9,18.8,5.63,Laterite
Pendra Road,July,22.8,28.7,83,130,3.5,15.2,3.51,Laterite
Pendra Road,August,22.5,28.3,85,121,4.9,16.9,3.59,Laterite
Pendra Road,September,22,28.9,81,104,5.8,17.2,3.67,Laterite
Pendra Road,October,18.4,28.5,65,69,7.4,17.5,3.52,Laterite
Pendra Road,November,13.4,26.3,53,61,8.3,16.5,2.9,Laterite
Pendra Road,December,10.1,24.2,47,69,8,15.2,2.51,Laterite
Phalodi,January,6.6,22.7,50,138,7.3,13.8,2.71,Laterite
Phalodi,February,9.9,26.3,49,147,7.8,16.4,3.45,Laterite
Phalodi,March,15.9,32.1,42,225,8.4,19.7,5.64,Laterite
Phalodi,April,21.8,37.6,36,242,9.2,22.8,7.52,Laterite
Phalodi,May,26.6,41.6,37,346,10.1,25.1,10.04,Laterite
Phalodi,June,28,40.8,47,432,10.1,25.3,10.29,Laterite
Phalodi,July,27.1,36.9,61,432,6.7,20,7.65,Laterite
Phalodi,August,25.8,34.5,67,337,6.5,19,6.03,Laterite
Phalodi,September,24.6,35.5,60,285,8.4,20.3,6.35,Laterite
Phalodi,October,19.7,35.2,45,199,8.8,18.3,5.66,Laterite
Phalodi,November,13.1,30.3,46,190,8.2,15.1,4.35,Laterite
Phalodi,December,8,24.7,51,138,7.5,13.3,2.86,Laterite
Poona,January,11,29.9,47,69,10.4,20.1,3.44,Black
Poona,February,12.1,31.9,44,95,11.4,23.4,4.46,Black
Poona,March,15.8,35.4,35,121,11.4,25.6,5.74,Black
Poona,April,19.9,37.7,38,164,11.9,27.6,7.14,Black
Poona,May,22.4,36.9,50,242,11.9,27.8,7.81,Black
Poona,June,22.9,31.7,86,285,8.3,22.2,4.87,Black
Poona,July,22.2,28.4,94,268,4.7,16.8,3.29,Black
Poona,August,21.6,27.4,92,242,4.8,16.7,3.23,Black
Poona,September,20.8,29.4,94,147,7.3,19.7,3.77,Black
Poona,October,18.5,31.4,72,95,8.9,20.5,4.22,Black
Poona,November,14.4,30.1,60,69,9.5,19.3,3.6,Black
Poona,December,11.5,28.9,53,69,9.3,18,3.17,Black
Port Blair,January,21.3,29.2,89,190,5.9,15.9,3.15,Alluvial
Port Blair,February,21,30.1,89,147,7.3,19.1,3.72,Alluvial
Port Blair,March,21.8,31.1,88,121,8.1,21.5,4.27,Alluvial
Port Blair,April,23.4,32.2,89,147,6.7,19.9,4.2,Alluvial
Port Blair,May,23.3,31,97,268,4.3,15.9,3.12,Alluvial
Port Blair,June,23.1,29.5,98,484,3.6,14.6,2.44,Alluvial
Port Blair,July,23,29.2,99,406,3.5,14.6,2.4,Alluvial
Port Blair,August,22.9,29.1,97,458,3.3,14.4,2.48,Alluvial
Port Blair,September,22.4,29.2,99,285,3.5,14.6,2.56,Alluvial
Port Blair,October,22.2,29.6,99,190,4,14.5,2.68,Alluvial
Port Blair,November,22.3,29.4,95,190,5.1,14.9,2.84,Alluvial
Port Blair,December,22.3,29.1,91,216,5.3,14.6,2.89,Alluvial
Puri,January,17.8,26.7,88,216,9.2,18.1,3.03,Red
Puri,February,20.5,28.3,91,285,8.7,19.4,3.34,Red
Puri,March,24.4,30,93,380,9.3,22.3,3.93,Red
Puri,April,26.1,31.1,96,432,9,23.1,4.02,Red
Puri,May,27.2,32.2,97,432,8.6,22.9,4.09,Red
Puri,June,27.2,31.7,94,432,7,20.4,3.92,Red
Puri,July,26.7,30.5,93,432,6.1,18.9,3.71,Red
Puri,August,26.7,31.1,93,354,6.3,19,3.77,Red
Puri,September,26.7,31.7,91,285,7,19.2,4.01,Red
Puri,October,25,31.7,85,225,7.8,18.6,4.13,Red
Puri,November,20.5,29.4,78,181,8.6,17.7,3.74,Red
Puri,December,17.2,27.2,82,190,8.8,17,3.11,Red
Purnea,January,8.8,24.3,71,52,8.1,15.1,2.14,Alluvial
Purnea,February,11.1,26.6,59,61,8,17.1,2.75,Alluvial
Purnea,March,15.5,32.2,43,95,9,20.9,4.34,Alluvial
Purnea,April,20.5,36,42,112,9.1,22.9,5.56,Alluvial
Purnea,May,23.9,35.1,60,130,8.5,22.7,5.65,Alluvial
Purnea,June,25.4,33.2,76,121,5.3,18,4.4,Alluvial
Purnea,July,25.9,32,82,95,3.8,15.6,3.68,Alluvial
Purnea,August,25.9,31.9,83,86,3.9,15.3,3.55,Alluvial
Purnea,September,25.3,32.2,82,61,4.9,15.6,3.51,Alluvial
Purnea,October,21.5,31.5,75,61,7.8,17.5,3.61,Alluvial
Purnea,November,14.4,28.8,74,26,8.7,16.3,2.68,Alluvial
Purnea,December,9.8,25.5,77,35,8.4,14.8,2.09,Alluvial
Raichur,January,18.5,30.2,45,164,8.7,18.5,4.59,Black
Raichur,February,20.5,33.2,39,156,9.1,20.8,5.33,Black
Raichur,March,23.7,36.6,37,173,8.9,22.3,6.42,Black
Raichur,April,26.2,38.7,40,173,8.7,22.9,6.91,Black
