RegionStation,Month,MinTemp,MaxTemp,Humidity,Wind,SunHours,Rad,Eto_mm/day,SoilType
Agra,January,8,22.3,56,52,7.1,13.5,1.91,Alluvial
Agra,February,10.4,25.2,45,69,8.2,16.8,2.7,Alluvial
Agra,March,15.9,32,24,69,8.1,19.3,3.73,Alluvial
Agra,April,22.3,38.5,17,95,8.8,22.2,5.41,Alluvial
Agra,May,26.4,41.6,22,95,8.3,22.4,6.05,Alluvial
Agra,June,28.5,40.7,46,121,6.7,20.1,6.15,Alluvial
Agra,July,26.8,35.2,74,121,4.9,17.3,4.61,Alluvial
Agra,August,25.8,33.7,82,95,4.8,16.6,3.96,Alluvial
Agra,September,24.4,34.4,73,69,6.6,17.8,4.09,Alluvial
Agra,October,19.9,34.3,44,52,8.3,17.7,3.66,Alluvial
Agra,November,13.7,29.7,45,26,8.2,15.1,2.38,Alluvial
Agra,December,9.1,24,64,26,7.4,13.1,1.77,Alluvial
Ahmadabad,January,11.8,28.3,38,147,8.5,16.3,3.84,Alluvial
Ahmadabad,February,13.9,30.4,37,147,9,18.9,4.47,Alluvial
Ahmadabad,March,18.9,35.6,26,164,8.2,20.2,5.91,Alluvial
Ahmadabad,April,23.7,39.8,26,190,8.9,22.9,7.51,Alluvial
Ahmadabad,May,26.2,41.5,32,242,9.5,24.2,8.85,Alluvial
Ahmadabad,June,27.2,38.4,53,268,7.8,21.8,7.54,Alluvial
Ahmadabad,July,25.6,33.4,67,242,4.2,16.2,5.13,Alluvial
Ahmadabad,August,24.6,31.8,68,190,3.8,15.3,4.37,Alluvial
Ahmadabad,September,24.2,34,60,164,6.1,17.5,4.9,Alluvial
Ahmadabad,October,21.1,35.8,41,95,8.6,19,4.61,Alluvial
Ahmadabad,November,16.6,32.8,43,95,8.6,16.9,3.79,Alluvial
Ahmadabad,December,13.2,29.3,45,121,8.3,15.4,3.47,Alluvial
Ajmer,January,7.3,22.2,47,61,7.4,14,2.09,Black
Ajmer,February,9.9,25.3,35,69,8,16.8,2.79,Black
Ajmer,March,15.7,30.7,27,112,8.5,20,4.46,Black
Ajmer,April,21.9,35.9,22,130,9.3,23,5.95,Black
Ajmer,May,27.3,39.5,26,207,9.9,24.9,8.23,Black
Ajmer,June,27.7,38.1,42,242,9.1,23.7,8.05,Black
Ajmer,July,25.6,33.2,64,199,5,17.5,5.2,Black
Ajmer,August,24.3,30.9,71,147,3.6,14.9,3.96,Black
Ajmer,September,23.7,32.1,59,138,7.3,18.8,4.76,Black
Ajmer,October,17.8,32.9,36,69,8.9,18.5,3.9,Black
Ajmer,November,10.9,28.9,37,35,8.3,15.5,2.44,Black
Ajmer,December,7.7,24.4,44,35,7.7,13.7,1.88,Black
Akola,April,25.2,40.9,25,147,8.9,23,6.88,Black
Akola,August,23.7,30.4,76,216,3.4,14.6,3.92,Black
Akola,December,13.7,29.2,50,69,8.4,16.3,2.97,Black
Akola,February,16.2,32.1,30,121,9.2,19.9,4.55,Black
Akola,January,14.3,29.7,41,95,8.8,17.3,3.46,Black
Akola,July,24.3,32.1,74,216,3,14.3,4.19,Black
Akola,June,26.1,37.1,52,242,6.3,19.4,6.8,Black
Akola,March,20.4,37,28,121,8.4,20.8,5.41,Black
Akola,May,27.9,41.9,29,242,8.5,22.8,8.85,Black
Akola,November,16.6,31.5,46,95,8.5,17.4,3.81,Black
Akola,October,21,33.7,48,95,8,18.8,4.43,Black
Akola,September,23.5,32.5,68,147,5,16.2,4.21,Black
Alibag,January,17.7,28.2,60,95,9.2,18.5,3.5,Red
Alibag,February,18.4,28.6,62,112,9.6,20.8,4.06,Red
Alibag,March,21.2,30.1,67,138,10,23.5,4.86,Red
Alibag,April,24.2,31.1,75,164,10.1,24.9,5.33,Red
Alibag,May,26.4,31.8,77,199,9.2,23.7,5.4,Red
Alibag,June,26,30.8,84,311,6.9,20.1,4.58,Red
Alibag,July,25.3,29.2,89,518,4.8,16.9,3.65,Red
Alibag,August,24.9,28.8,87,432,5.1,17.2,3.72,Red
Alibag,September,24.4,29.2,84,207,6.7,18.9,3.99,Red
Alibag,October,23.6,31.2,75,112,8.6,20,4.24,Red
Alibag,November,20.9,31.3,64,95,9.4,19,3.93,Red
Alibag,December,18.7,29.7,59,86,9.1,17.7,3.45,Red
Aligarh,January,7.6,21.7,59,86,7.2,13.4,2.09,Alluvial
Aligarh,February,9.9,24.9,51,112,7.9,16.3,2.98,Alluvial
Aligarh,March,14.9,30.7,39,121,8.4,19.6,4.35,Alluvial
Aligarh,April,20.6,37.1,28,138,9.2,22.7,6.07,Alluvial
Aligarh,May,26.3,41.2,28,147,10.1,25.1,7.34,Alluvial
Aligarh,June,28.4,40,42,156,9.2,23.8,7.24,Alluvial
Aligarh,July,26.7,34.9,70,138,5.8,18.6,5.01,Alluvial
Aligarh,August,25.7,33.1,76,104,5.1,16.9,4.13,Alluvial
Aligarh,September,24.5,33.5,69,104,7.3,18.7,4.43,Alluvial
Aligarh,October,19,33.4,53,78,8.3,17.5,3.88,Alluvial
Aligarh,November,12.1,29,47,78,8.2,15,2.93,Alluvial
Aligarh,December,8.3,23.7,56,78,7.4,12.9,2.15,Alluvial
Allahabad,January,8.3,23.9,67,91,9.8,17.1,2.5,Alluvial
Allahabad,February,10.6,26.1,55,84,9.9,19.5,3.12,Alluvial
Allahabad,March,16.1,33.3,28,96,9.8,22,4.58,Alluvial
Allahabad,April,21.7,39.4,23,122,11.1,25.9,6.45,Alluvial
Allahabad,May,26.7,41.7,27,206,11.5,27.2,8.78,Alluvial
Allahabad,June,28.3,39.4,57,235,8.6,23,7.42,Alluvial
Allahabad,July,26.7,33.3,86,199,7,20.5,4.81,Alluvial
Allahabad,August,26.1,31.7,90,165,6.3,18.8,4.06,Alluvial
Allahabad,September,25,32.8,86,115,8,19.9,4.35,Alluvial
Allahabad,October,19.4,32.2,65,69,10.2,20.6,4.13,Alluvial
Allahabad,November,12.2,28.3,63,62,10.4,18.1,3.02,Alluvial
Allahabad,December,8.3,24.4,74,69,9.8,16.3,2.29,Alluvial
Allahabad-Bamhrauli,January,8.7,23.1,63,95,7.3,14.2,2.34,Alluvial
Allahabad-Bamhrauli,February,10.7,26.2,52,104,8.4,17.6,3.17,Alluvial
Allahabad-Bamhrauli,March,15.9,33.1,34,130,7.9,19.3,4.76,Alluvial
Allahabad-Bamhrauli,April,22.1,39.3,27,147,8.9,22.6,6.53,Alluvial
Allahabad-Bamhrauli,May,26.3,41.6,27,173,9.1,23.6,7.73,Alluvial
Allahabad-Bamhrauli,June,27.8,39.5,44,181,5.9,18.9,6.72,Alluvial
Allahabad-Bamhrauli,July,26.1,33.8,72,156,3.6,15.4,4.36,Alluvial
Allahabad-Bamhrauli,August,25.7,32.8,80,138,3.5,14.7,3.71,Alluvial
Allahabad-Bamhrauli,September,24.4,32.9,74,130,5.9,16.9,4.14,Alluvial
Allahabad-Bamhrauli,October,20.2,32.7,59,78,8,17.6,3.87,Alluvial
Allahabad-Bamhrauli,November,14,29.4,59,69,8.5,16,3,Alluvial
Allahabad-Bamhrauli,December,9.8,24.7,68,69,7.9,14.2,2.25,Alluvial
Ambala,April,19.7,36.2,29,121,9.5,22.8,5.66,Sandy
Ambala,August,25.4,33.8,74,86,6.6,19,4.46,Sandy
Ambala,December,7.1,23.2,60,78,6.5,11.3,1.88,Sandy
Ambala,February,8.5,23.8,53,112,7.5,15.1,2.7,Sandy
Ambala,January,6.8,20.8,63,86,6.9,12.4,1.84,Sandy
Ambala,July,26,35.2,68,121,7,20.5,5.26,Sandy
Ambala,June,27.3,40.5,38,147,10.2,25.3,7.44,Sandy
Ambala,March,14.1,29.6,42,121,8.5,19.1,4.09,Sandy
Ambala,May,24.9,40.8,26,130,10.3,25.3,6.97,Sandy
Ambala,November,10.2,28.6,50,78,8.2,14.1,2.68,Sandy
Ambala,October,16.4,33.2,51,69,8.9,17.5,3.68,Sandy
Ambala,September,23.9,35.4,65,78,8.3,19.6,4.57,Sandy
Aminidivi,April,27.1,33,69,239,8.8,23.1,5.94,Sandy
Aminidivi,August,25.5,29.4,83,550,6.6,19.5,4.54,Sandy
Aminidivi,December,23.9,31.5,71,118,8.5,19.1,4.16,Sandy
Aminidivi,February,24.9,32,67,192,8.9,21.5,5.19,Sandy
Aminidivi,January,23.9,31.4,69,141,8.8,19.9,4.45,Sandy
Aminidivi,July,25.4,29.3,84,556,6.1,18.4,4.32,Sandy
Aminidivi,June,25.9,30.1,82,473,5.9,18,4.5,Sandy
Aminidivi,March,25.7,32.7,67,206,9.2,23.3,5.7,Sandy
Aminidivi,May,27.3,32.6,71,326,7.8,21.3,5.88,Sandy
Aminidivi,November,24.7,31.2,75,134,7.7,18.7,4.16,Sandy
Aminidivi,October,25.2,30.4,78,242,7.1,19.2,4.5,Sandy
Aminidivi,September,25.5,29.8,79,442,7.3,20.4,4.92,Sandy
Amravati,April,25.2,39.7,26,173,8.5,22.3,7.13,Alluvial
Amravati,August,23,29.8,75,251,4.3,15.9,4.18,Alluvial
Amravati,December,15.1,28.6,40,130,8.1,15.8,3.68,Alluvial
Amravati,February,17.2,31.8,30,156,8.7,19.1,4.97,Alluvial
Amravati,January,15.5,28.9,38,147,7.9,16.2,4,Alluvial
Amravati,July,23.4,30.3,74,294,4.1,16.1,4.54,Alluvial
Amravati,June,25.7,37,49,268,6.2,19.2,7.15,Alluvial
Amravati,March,21.2,36.2,28,164,8.8,21.3,6.14,Alluvial
Amravati,May,27.8,42.2,27,216,8.3,22.5,8.47,Alluvial
Amravati,November,17.4,30.1,40,130,8,16.7,4.12,Alluvial
Amravati,October,20.8,32.1,50,130,7.3,17.7,4.5,Alluvial
Amravati,September,22.7,30.6,72,173,5.2,16.5,4.1,Alluvial
Amritsar,April,16.3,33.8,43,95,8.2,20.9,4.64,Sandy
Amritsar,August,25.1,34.2,74,52,7,19.4,4.39,Sandy
Amritsar,December,4.4,21.3,71,52,6.4,10.8,1.45,Sandy
Amritsar,February,6,21.6,64,69,7.1,14.3,2.04,Sandy
Amritsar,January,3.7,19.4,68,52,6.2,11.2,1.4,Sandy
Amritsar,July,25.3,35,67,69,6.8,20,4.8,Sandy
Amritsar,June,24.6,39.4,40,121,8.1,22.2,6.32,Sandy
Amritsar,March,10.9,26.5,55,95,6.8,16.7,3.13,Sandy
Amritsar,May,21.1,38.7,31,95,9,23.2,5.77,Sandy
Amritsar,November,8.7,27.1,64,52,7.7,13.2,2.17,Sandy
Amritsar,October,15.1,32.3,58,52,8.4,16.6,3.26,Sandy
Amritsar,September,22.2,34.5,68,52,7.7,18.5,4.09,Sandy
Angul,April,24.9,38.9,40,147,8.2,21.8,6.32,Black
Angul,August,25.1,31.1,81,138,4,15.6,3.72,Black
Angul,December,13.4,26.9,58,95,7.9,15.6,2.95,Black
Angul,February,16.3,30.5,47,121,8.2,18.4,4.08,Black
Angul,January,13.8,27.7,55,95,7.9,16.2,3.08,Black
Angul,July,25.2,31.2,79,147,3.5,15.1,3.79,Black
Angul,June,26.5,36.3,61,164,5.3,17.8,5.42,Black
Angul,March,20.4,35.2,38,130,8.6,21.1,5.32,Black
Angul,May,26.8,40.3,46,190,7.4,21,7.02,Black
Angul,November,17.6,28.7,63,95,7.4,16,3.33,Black
Angul,October,22.5,31,72,95,6.3,16.3,3.69,Black
Angul,September,24.9,31.6,80,121,4.6,15.6,3.69,Black
Asansol,January,12.2,25.7,54,95,8.1,15.6,2.79,Red
Asansol,February,14.7,28.3,47,112,8.3,17.9,3.62,Red
Asansol,March,19.6,34.2,35,121,8.7,20.8,4.99,Red
Asansol,April,28.3,38.5,35,138,8.8,22.7,6.47,Red
Asansol,May,26.3,39.1,49,156,8.3,22.5,6.66,Red
Asansol,June,26.4,36.1,68,156,5.7,18.6,5.22,Red
Asansol,July,25.6,32,82,138,4,15.9,3.87,Red
Asansol,August,25.5,31.6,84,121,3.9,15.3,3.59,Red
Asansol,September,25.3,31.9,81,104,5.1,16.1,3.71,Red
Asansol,October,22.2,31.4,72,78,7.2,17,3.69,Red
Asansol,November,16.1,29,59,78,8.3,16.2,3.15,Red
Asansol,December,12.4,26.2,56,95,7.6,14.4,2.72,Red
Aurangabad,January,14.3,29.3,39,130,8.6,17.4,3.91,Black
Aurangabad,February,16.1,31.8,29,156,9.3,20.1,5.08,Black
Aurangabad,March,20.1,35.6,24,181,9.7,22.8,6.56,Black
Aurangabad,April,23.8,38.3,25,216,9.7,24.2,7.9,Black
Aurangabad,May,25,39.8,33,294,9.6,24.3,9.19,Black
Aurangabad,June,23.2,34.7,59,354,6.6,19.8,6.83,Black
Aurangabad,July,21.8,29.5,78,328,3.9,15.6,4.24,Black
Aurangabad,August,21.2,29.2,76,302,4.4,16.1,4.21,Black
Aurangabad,September,20.9,29.8,72,216,6.4,18.3,4.44,Black
Aurangabad,October,19.6,31.6,52,138,8.3,19.2,4.68,Black
Aurangabad,November,16.1,30.3,44,130,8.5,17.5,4.14,Black
Aurangabad,December,13.8,28.9,42,112,8.5,16.6,3.56,Black
Babatpur,January,9.5,23.4,62,95,7.4,14.3,2.36,Sandy
Babatpur,February,12,26.6,48,112,8.3,17.4,3.32,Sandy
Babatpur,March,17.2,33.4,32,138,9,20.9,5.15,Sandy
Babatpur,April,22.4,38.6,26,147,9.8,23.9,6.63,Sandy
Babatpur,May,27,41.5,32,147,10.1,25.1,7.41,Sandy
Babatpur,June,28.3,39.1,49,147,6.6,20,6.28,Sandy
Babatpur,July,26.5,33.5,76,138,3.3,14.9,4.06,Sandy
Babatpur,August,26,32.2,82,121,3.2,14.3,3.52,Sandy
Babatpur,September,25.4,32.7,76,95,5.5,16.4,3.87,Sandy
Babatpur,October,20.7,32.5,60,78,8.1,17.8,3.91,Sandy
Babatpur,November,13.4,28.6,55,78,8.7,16.2,3.07,Sandy
Babatpur,December,9.7,24.4,61,86,8.2,14.5,2.4,Sandy
Bahraich,January,8.8,22.6,68,61,7.8,14.1,1.96,Alluvial
Bahraich,February,10.9,25.6,56,78,8.4,17.1,2.76,Alluvial
Bahraich,March,15.4,31.9,41,86,9.3,20.8,4.13,Alluvial
Bahraich,April,20.9,37.4,32,121,10,23.9,5.97,Alluvial
Bahraich,May,25.6,39.8,38,147,10.2,25.2,7.12,Alluvial
Bahraich,June,27,37.6,56,147,10.2,25.3,6.8,Alluvial
Bahraich,July,26.3,33,76,130,7.1,20.6,4.95,Alluvial
Bahraich,August,26.1,32.2,79,112,7.2,20.1,4.56,Alluvial
Bahraich,September,25.1,32.7,75,86,7.8,19.3,4.31,Alluvial
Bahraich,October,20.7,32.1,64,61,9.1,18.5,3.76,Alluvial
Bahraich,November,13.4,28.6,61,52,9.1,16,2.7,Alluvial
Bahraich,December,9.4,24.3,65,61,8.7,14.4,2.08,Alluvial
Bairagarh,January,10.4,25.7,44,104,7.9,15.5,2.99,Black
Bairagarh,February,12.5,28.5,33,112,8.6,18.4,3.85,Black
Bairagarh,March,17.1,33.6,22,121,9.1,21.5,5.12,Black
Bairagarh,April,21.2,37.8,20,156,9.6,23.8,6.72,Black
Bairagarh,May,26.4,40.7,22,199,9.9,24.8,8.3,Black
Bairagarh,June,25.4,36.9,50,225,7.3,20.9,6.94,Black
Bairagarh,July,23.2,29.9,79,225,4,15.9,4.07,Black
Bairagarh,August,22.5,28.6,83,199,4.1,15.6,3.58,Black
Bairagarh,September,21.9,30.1,75,156,6,17.4,4.04,Black
Bairagarh,October,18,31.3,50,112,8.3,18.6,4.3,Black
Bairagarh,November,13.3,28.5,41,78,8.5,16.6,3.22,Black
Bairagarh,December,10.6,26.1,45,78,8,15,2.68,Black
Balasore,April,24.8,36.2,66,207,7.8,21.2,5.78,Alluvial
Balasore,August,26.1,31.2,84,164,2.6,13.5,3.35,Alluvial
Balasore,December,14.1,26.9,65,61,7.9,15.4,2.59,Alluvial
Balasore,February,16.8,29.5,61,95,8.1,18.2,3.53,Alluvial
Balasore,January,14.1,27.1,64,61,7.8,15.9,2.64,Alluvial
Balasore,July,26.1,31.3,83,190,2.7,14,3.58,Alluvial
Balasore,June,26.6,34.3,76,199,4.5,16.7,4.64,Alluvial
Balasore,March,21.3,33.9,61,138,8.2,20.4,4.81,Alluvial
Balasore,May,26.7,36.4,70,251,6.8,20.2,5.88,Alluvial
Balasore,November,17.7,28.8,68,61,7.5,15.9,3.01,Alluvial
Balasore,October,23.4,30.8,78,78,5.1,14.6,3.27,Alluvial
Balasore,September,25.8,31.3,84,112,3.7,14.2,3.33,Alluvial
Balehonur,January,14.8,27.3,65,95,9,19.6,3.64,Red
Balehonur,February,15.8,29.3,62,86,9.1,21.4,4.12,Red
Balehonur,March,17.5,31.3,64,104,9.6,23.6,4.9,Red
Balehonur,April,19,30.9,72,138,8.3,22.2,4.86,Red
Balehonur,May,19.5,29.4,77,199,7.6,21,4.66,Red
Balehonur,June,18.8,25.1,86,251,5.5,17.7,3.49,Red
Balehonur,July,18.5,22.7,91,259,4.5,16.2,2.87,Red
Balehonur,August,18.6,23.2,89,225,5,17,3.08,Red
Balehonur,September,18.1,24.5,86,199,6.1,18.4,3.41,Red
Balehonur,October,17.9,26.1,82,121,6.5,17.9,3.45,Red
Balehonur,November,16.4,26.2,76,86,7.5,17.8,3.32,Red
Balehonur,December,14.9,26.2,68,95,8.3,18.2,3.35,Red
Bareilly,January,8.6,22,65,61,6.7,12.7,1.82,Alluvial
Bareilly,February,10.8,24.9,55,69,7.4,15.6,2.51,Alluvial
Bareilly,March,15.6,31,39,86,8.2,19.2,3.89,Alluvial
Bareilly,April,21.1,37,27,112,9.4,23,5.69,Alluvial
Bareilly,May,25.8,40.5,29,112,10.4,25.4,6.71,Alluvial
Bareilly,June,27.5,39,46,121,8.5,22.9,6.46,Alluvial
Bareilly,July,26.2,33.8,74,95,3.5,15.3,3.98,Alluvial
Bareilly,August,25.6,32.6,78,78,3.7,14.8,3.56,Alluvial
Bareilly,September,24.7,33,72,69,6.3,17.1,3.92,Alluvial
Bareilly,October,19.5,32.3,63,43,9,18.3,3.55,Alluvial
Bareilly,November,12.6,28.4,57,35,8.5,15.1,2.38,Alluvial
Bareilly,December,9.4,23.8,64,52,7.5,12.9,1.87,Alluvial
Barmer,January,10.2,24.7,40,130,7.7,14.5,3.1,Desert
Barmer,February,13.3,28.6,36,130,8.1,17.1,3.83,Desert
Barmer,March,18.7,33.9,34,156,8.6,20.2,5.36,Desert
Barmer,April,24.1,38.9,33,190,9.5,23.4,7.23,Desert
Barmer,May,26.8,41.9,37,225,10.2,25.2,8.55,Desert
Barmer,June,27.3,40.3,48,259,9.5,24.4,8.37,Desert
Barmer,July,26.3,36.1,62,225,6.2,19.2,6.03,Desert
Barmer,August,25.1,33.8,67,190,5.7,18,5.01,Desert
Barmer,September,24.5,35.3,58,164,7.9,19.7,5.39,Desert
Barmer,October,21.7,36,39,130,9.4,19.4,5.15,Desert
Barmer,November,15.9,31.5,36,95,8.8,16.2,3.6,Desert
Barmer,December,12.1,27,40,112,8,14.2,3.08,Desert
Baroda,April,22.9,39.7,36,175,12.3,28,7.65,Alluvial
Baroda,August,24.9,31.1,81,257,4.1,15.7,3.99,Alluvial
Baroda,December,13.5,31,52,146,9.9,17.5,3.92,Alluvial
Baroda,February,14.2,32.7,41,156,11.3,22.2,5.03,Alluvial
Baroda,January,12.7,29.6,48,170,10.4,18.8,4.22,Alluvial
Baroda,July,25.6,32.1,80,312,4.3,16.3,4.46,Alluvial
Baroda,June,27,36.7,63,374,7.4,21.1,7.32,Alluvial
Baroda,March,18.5,36.5,35,161,11.7,25.4,6.36,Alluvial
Baroda,May,26.8,40.6,46,290,12.1,28.2,9.31,Alluvial
Baroda,November,16.4,33.3,56,156,10.9,19.8,4.62,Alluvial
Baroda,October,21.4,34.9,62,153,9.2,20,5,Alluvial
Baroda,September,24.4,32.7,76,189,7.7,19.9,4.74,Alluvial
Belgaum,January,14,30.1,56,104,9.4,19.5,3.87,Red
Belgaum,February,15.1,32.2,45,112,9.7,21.6,4.66,Red
Belgaum,March,18,35,51,121,10,23.9,5.51,Red
Belgaum,April,19.5,35.7,59,138,9.8,24.6,5.94,Red
Belgaum,May,20.6,34,67,181,9.5,24,5.88,Red
Belgaum,June,20.6,27.5,82,225,6.8,19.7,4.21,Red
Belgaum,July,19.8,25.2,91,251,5.1,17.3,3.23,Red
Belgaum,August,19.4,25.6,91,233,5.4,17.8,3.28,Red
Belgaum,September,19,27,87,164,6.6,19,3.63,Red
Belgaum,October,18.6,30.1,74,130,7.7,19.2,4.06,Red
Belgaum,November,17.1,29.3,62,121,8.7,19,3.99,Red
Belgaum,December,13.9,29.3,61,112,9.3,18.8,3.72,Red
Bellary,January,17.6,30.3,39,78,8.8,19,3.73,Black
Bellary,February,19.9,33.3,31,86,9.4,21.5,4.54,Black
Bellary,March,22.9,36.4,21,95,8.9,22.4,5.31,Black
Bellary,April,25.5,38.1,30,130,8.8,23.1,6.39,Black
Bellary,May,25.8,37.9,32,173,8.4,22.3,7.07,Black
Bellary,June,24.7,33.7,61,242,5.9,18.4,5.69,Black
Bellary,July,24,31.5,68,268,4.3,16,4.85,Black
Bellary,August,23.5,31.4,72,242,5,17,4.62,Black
Bellary,September,23,31.5,68,199,5.8,17.9,4.7,Black
Bellary,October,22.3,31.3,60,95,7,18.4,4.22,Black
Bellary,November,19.6,29.9,51,78,7.5,17.5,3.72,Black
Bellary,December,17.4,29.3,46,78,8.3,17.7,3.51,Black
Berhampore,January,11.8,25.7,63,26,8.1,15.5,2.15,Alluvial
Berhampore,February,13.7,28.4,53,26,8.2,17.7,2.63,Alluvial
Berhampore,March,18.4,34.1,43,52,8.6,20.6,3.92,Alluvial
Berhampore,April,23.1,37.6,46,86,8.5,22.1,5.31,Alluvial
Berhampore,May,24.7,37.1,62,130,7.6,21.4,5.63,Alluvial
Berhampore,June,26,34.5,77,112,5.5,18.3,4.52,Alluvial
Berhampore,July,26,32.5,83,95,4.5,16.6,3.89,Alluvial
Berhampore,August,26.1,32.3,82,78,4.6,16.4,3.76,Alluvial
Berhampore,September,25.8,32.8,80,61,5.1,16,3.62,Alluvial
Berhampore,October,23.3,32.2,74,26,7.2,16.9,3.44,Alluvial
Berhampore,November,17.4,29.4,67,17,8.3,16.2,2.7,Alluvial
Berhampore,December,13.1,26.4,66,17,8.2,15,2.11,Alluvial
Bhavnagar,April,23.9,37.6,40,270,12.5,28.4,8.57,Black
Bhavnagar,August,24.8,32.3,72,300,4.5,16.3,4.87,Black
Bhavnagar,December,14.2,28.6,44,168,10.7,18.6,4.22,Black
Bhavnagar,February,14.9,30.3,34,206,11.3,22.4,5.54,Black
Bhavnagar,January,11.1,27.6,42,201,10.8,19.5,4.51,Black
Bhavnagar,July,26,33.2,71,353,3.9,15.7,5.24,Black
Bhavnagar,June,27.1,37.6,59,367,6.9,20.3,7.59,Black
Bhavnagar,March,19.6,34.7,34,235,11.9,25.7,7.23,Black
Bhavnagar,May,26,39.6,50,334,11,26.6,9.02,Black
Bhavnagar,November,18,31.6,44,162,11,20.1,4.85,Black
Bhavnagar,October,22.5,34.2,52,184,10.8,22.3,5.77,Black
Bhavnagar,September,24.2,33.2,70,239,5.9,17.4,4.86,Black
Bhopal-Bairagarh,January,10.4,25.7,44,104,7.9,15.5,2.99,Black
Bhopal-Bairagarh,February,12.5,28.5,33,112,8.6,18.4,3.85,Black
Bhopal-Bairagarh,March,17.1,33.6,22,121,9.1,21.5,5.12,Black
Bhopal-Bairagarh,April,21.2,37.8,20,156,9.6,23.8,6.72,Black
Bhopal-Bairagarh,May,26.4,40.7,22,199,9.9,24.8,8.3,Black
Bhopal-Bairagarh,June,25.4,36.9,50,225,7.3,20.9,6.94,Black
Bhopal-Bairagarh,July,23.2,29.9,79,225,4,15.9,4.07,Black
Bhopal-Bairagarh,August,22.5,28.6,83,199,4.1,15.6,3.58,Black
Bhopal-Bairagarh,September,21.9,30.1,75,156,6,17.4,4.04,Black
Bhopal-Bairagarh,October,18,31.3,50,112,8.3,18.6,4.3,Black
Bhopal-Bairagarh,November,13.3,28.5,41,78,8.5,16.6,3.22,Black
Bhopal-Bairagarh,December,10.6,26.1,45,78,8,15,2.68,Black
Bhubaneswar,April,25,36.9,63,432,8,21.6,7.47,Black
Bhubaneswar,August,25.1,31.6,84,268,4.1,15.8,3.92,Black
Bhubaneswar,December,15.6,28.4,61,164,8.2,16.1,3.62,Black
Bhubaneswar,February,18.7,31.4,60,216,8.3,18.8,4.73,Black
Bhubaneswar,January,15.6,28.7,61,164,8.2,16.7,3.68,Black
Bhubaneswar,July,25.2,32.2,82,268,3.5,15,4.01,Black
Bhubaneswar,June,26.1,35.3,72,337,4.7,16.9,5.54,Black
Bhubaneswar,March,22.2,34.9,61,285,7.7,19.8,5.97,Black
Bhubaneswar,May,26.2,37.2,65,406,7.8,21.7,7.3,Black
Bhubaneswar,November,19.4,30.4,68,190,7.3,15.9,3.96,Black
Bhubaneswar,October,23,32.2,76,164,7.2,17.7,4.16,Black
Bhubaneswar,September,24.8,32.1,82,216,5,16.3,3.97,Black
Bidar,January,16.5,28.3,45,181,8.8,18.2,4.42,Laterite
Bidar,February,18.7,31.1,37,181,9.3,20.7,5.36,Laterite
Bidar,March,21.9,34.6,33,190,9.6,23,6.52,Laterite
Bidar,April,24.5,36.9,37,190,8.9,23.2,6.96,Laterite
Bidar,May,26,38.6,37,233,8.7,22.9,7.91,Laterite
Bidar,June,22.9,33.3,60,363,6.7,19.8,6.59,Laterite
Bidar,July,21.3,29,74,389,5,17.1,4.75,Laterite
Bidar,August,21,28.7,74,320,5.5,17.8,4.52,Laterite
Bidar,September,21,28.8,74,225,6.1,18.1,4.28,Laterite
Bidar,October,20.6,29.5,60,156,7.7,18.8,4.48,Laterite
Bidar,November,18,27.9,51,164,8.3,17.9,4.27,Laterite
Bidar,December,16.2,27.1,48,164,8.6,17.3,4.01,Laterite
Bijapur,January,16.2,30.2,41,86,8.7,18.4,3.67,Red
Bijapur,February,18.1,32.9,34,86,9.3,21,4.37,Red
Bijapur,March,21.3,36,32,104,9.7,23.3,5.47,Red
Bijapur,April,23.8,38,35,112,9.1,23.4,6.05,Red
Bijapur,May,23.9,38.5,38,173,8.4,22.5,6.94,Red
Bijapur,June,22.4,33.3,61,233,6.9,20,5.8,Red
Bijapur,July,21.7,30.1,70,259,5.6,18,4.81,Red
Bijapur,August,21.3,30.1,68,233,5.7,18.1,4.74,Red
Bijapur,September,21.1,30.6,67,173,6,18.1,4.49,Red
Bijapur,October,20.6,31,57,86,7.3,18.5,4.1,Red
Bijapur,November,17.4,29.7,55,69,7.8,17.6,3.51,Red
Bijapur,December,15.2,29,44,69,8.4,17.4,3.26,Red
Bikaner,January,5.6,23,43,69,7.4,13.6,2.12,Sandy
Bikaner,February,8.8,25.5,39,95,8.1,16.5,2.98,Sandy
Bikaner,March,15,31.8,25,121,8.8,20.1,4.62,Sandy
Bikaner,April,22.1,38.2,17,147,9.7,23.5,6.55,Sandy
Bikaner,May,26.8,41.7,23,216,10,24.9,8.74,Sandy
Bikaner,June,28.8,41.6,38,242,9.2,23.9,8.72,Sandy
Bikaner,July,27.7,37.8,57,190,9.1,23.5,6.89,Sandy
Bikaner,August,26.8,36.6,61,190,9.8,23.8,6.52,Sandy
Bikaner,September,24.7,36.7,51,147,9.7,22,5.9,Sandy
Bikaner,October,19.1,36.2,28,95,9,18.3,4.49,Sandy
Bikaner,November,12.1,30.7,34,69,8.3,15,2.97,Sandy
Bikaner,December,6.9,25.3,49,52,7.6,13.1,2.01,Sandy
Bombay-Colaba,January,19.3,29.6,77,164,8.6,17.7,3.62,Alluvial
Bombay-Colaba,February,20,29.6,76,164,8.9,19.9,4.01,Alluvial
Bombay-Colaba,March,22.6,31.1,78,190,8.7,21.5,4.6,Alluvial
